thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0,0,0,[np.float64(-0.30694444444444446)],[np.float64(-0.4486111111111111)],[1],[0],[0],[1.9246243000015966],['Target'],0,0,0,0,0.0664966,,10,0.0481932,0.0664966,0.0664966,0.0482194,1.9730695,[np.float64(-0.30694444444444446)],[np.float64(-0.4486111111111111)],[1],[0],[0],[1.9246243000015966],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
1,0,1,[np.float64(0.29583333333333334)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.2739332000055583],['Target'],1,0,1,0,2.0169864,,5,1.9948016,2.0169864,2.0169864,0.0215169,3.2689981,[np.float64(0.29583333333333334)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.2739332000055583],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
2,0,2,[np.float64(0.17916666666666667)],[np.float64(-0.0375)],[1],[0],[0],[1.2885023999988334],['Target'],2,0,2,0,3.299216,,5,3.2820108,3.299216,3.299216,0.0128211,4.5707289,[np.float64(0.17916666666666667)],[np.float64(-0.0375)],[1],[0],[0],[1.2885023999988334],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
3,0,3,[np.float64(-0.30972222222222223)],[np.float64(0.42083333333333334)],[1],[0],[0],[1.2714297999991686],['Target'],3,0,3,0,4.6330211,,10,4.6127794,4.6330211,4.6330211,0.0418958,5.8844831,[np.float64(-0.30972222222222223)],[np.float64(0.42083333333333334)],[1],[0],[0],[1.2714297999991686],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
4,0,4,[np.float64(0.2986111111111111)],[np.float64(-0.04722222222222222)],[1],[0],[0],[2.0000329999966198],['Target'],4,0,4,0,5.9152691,,10,5.9016351,5.9152691,5.9152691,0.0169688,7.9018283,[np.float64(0.2986111111111111)],[np.float64(-0.04722222222222222)],[1],[0],[0],[2.0000329999966198],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
5,0,5,[np.float64(-0.3611111111111111)],[np.float64(0.4625)],[1],[0],[0],[1.6244477000000188],['Target'],5,0,5,0,7.949174,,10,7.9262108,7.949174,7.949174,0.0242291,9.550798,[np.float64(-0.3611111111111111)],[np.float64(0.4625)],[1],[0],[0],[1.6244477000000188],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
6,0,6,[np.float64(0.2361111111111111)],[np.float64(-0.18055555555555555)],[1],[0],[0],[1.4239606999981334],['Target'],6,0,6,0,9.631489,,5,9.5601423,9.631489,9.631489,0.0092424,10.9842843,[np.float64(0.2361111111111111)],[np.float64(-0.18055555555555555)],[1],[0],[0],[1.4239606999981334],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
7,0,7,[np.float64(-0.09305555555555556)],[np.float64(-0.4652777777777778)],[1],[0],[0],[1.8078722999998718],['Target'],7,0,7,0,11.015049,,5,10.992751,11.015049,11.015049,0.0082707,12.8007971,[np.float64(-0.09305555555555556)],[np.float64(-0.4652777777777778)],[1],[0],[0],[1.8078722999998718],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
8,0,8,[np.float64(-0.30416666666666664)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.2487935000026482],['Target'],8,0,8,0,12.8313879,,10,12.817951,12.8313879,12.8313879,0.0169541,14.0669061,[np.float64(-0.30416666666666664)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.2487935000026482],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
9,0,9,[np.float64(-0.24027777777777778)],[np.float64(-0.42777777777777776)],[1],[0],[0],[1.7898215999957756],['Target'],9,0,9,0,14.115528,,10,14.09298,14.115528,14.115528,0.0259276,15.8829751,[np.float64(-0.24027777777777778)],[np.float64(-0.42777777777777776)],[1],[0],[0],[1.7898215999957756],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
10,0,10,[np.float64(0.2875)],[np.float64(0.09166666666666666)],[1],[0],[0],[1.4299600000013015],['Target'],10,0,10,0,15.9133115,,10,15.9022282,15.9133115,15.9133115,0.019149,17.3323363,[np.float64(0.2875)],[np.float64(0.09166666666666666)],[1],[0],[0],[1.4299600000013015],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
11,0,11,"[np.float64(-0.4013888888888889), np.float64(-0.39305555555555555)]","[np.float64(0.33055555555555555), np.float64(0.31666666666666665)]","[1, 1]","[0, 0]","[0, 0]","[1.2920566000029794, 2.023631000003661]","[None, 'Target']",11,0,11,0,17.3634857,,5,17.3415223,17.3634857,17.3634857,0.0090825,19.3653024,"[np.float64(-0.4013888888888889), np.float64(-0.39305555555555555)]","[np.float64(0.33055555555555555), np.float64(0.31666666666666665)]","[1, 1]","[0, 0]","[0, 0]","[1.2920566000029794, 2.023631000003661]","[None, 'Target']",THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
12,0,12,[np.float64(-0.4305555555555556)],[np.float64(-0.3486111111111111)],[1],[0],[0],[1.8893746999965515],['Target'],12,0,12,0,19.3965048,,5,19.3765734,19.3965048,19.3965048,0.011131,21.2660902,[np.float64(-0.4305555555555556)],[np.float64(-0.3486111111111111)],[1],[0],[0],[1.8893746999965515],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
13,0,13,[np.float64(-0.34444444444444444)],[np.float64(0.36527777777777776)],[1],[0],[0],[1.6474095999947167],['Target'],13,0,13,0,21.3138133,,10,21.284862,21.3138133,21.3138133,0.0186956,22.9324345,[np.float64(-0.34444444444444444)],[np.float64(0.36527777777777776)],[1],[0],[0],[1.6474095999947167],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
14,0,14,[np.float64(0.28888888888888886)],[np.float64(-0.4041666666666667)],[1],[0],[0],[1.8902441000027466],['Target'],14,0,14,0,22.9646326,,5,22.9424564,22.9646326,22.9646326,0.0099252,24.8328937,[np.float64(0.28888888888888886)],[np.float64(-0.4041666666666667)],[1],[0],[0],[1.8902441000027466],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
15,0,15,[np.float64(0.09722222222222222)],[np.float64(-0.04583333333333333)],[1],[0],[0],[1.6755613999994239],['Target'],15,0,15,0,24.8802338,,10,24.8563718,24.8802338,24.8802338,0.0233788,26.5320913,[np.float64(0.09722222222222222)],[np.float64(-0.04583333333333333)],[1],[0],[0],[1.6755613999994239],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
16,0,16,[np.float64(-0.10138888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.4583124999990105],['Target'],16,0,16,0,26.5802563,,10,26.5581607,26.5802563,26.5802563,0.0259449,28.0167042,[np.float64(-0.10138888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.4583124999990105],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
17,0,17,[np.float64(0.13194444444444445)],[np.float64(0.42916666666666664)],[1],[0],[0],[1.4786120999997365],['Target'],17,0,17,0,28.0637439,,5,28.0352737,28.0637439,28.0637439,0.0183473,29.5140851,[np.float64(0.13194444444444445)],[np.float64(0.42916666666666664)],[1],[0],[0],[1.4786120999997365],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
18,0,18,[np.float64(-0.0125)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.672230900003342],['Target'],18,0,18,0,29.5454052,,5,29.5254305,29.5454052,29.5454052,0.0112446,31.1978137,[np.float64(-0.0125)],[np.float64(0.3277777777777778)],[1],[0],[0],[1.672230900003342],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
19,0,19,[np.float64(0.45416666666666666)],[np.float64(-0.08611111111111111)],[1],[0],[0],[1.663211400002183],['Target'],19,0,19,0,31.2285115,,10,31.2176137,31.2285115,31.2285115,0.0197053,32.8809669,[np.float64(0.45416666666666666)],[np.float64(-0.08611111111111111)],[1],[0],[0],[1.663211400002183],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
20,0,20,[np.float64(0.24166666666666667)],[np.float64(0.30416666666666664)],[1],[0],[0],[1.68038279999746],['Target'],20,0,20,0,32.9118472,,10,32.9001836,32.9118472,32.9118472,0.0191098,34.5807192,[np.float64(0.24166666666666667)],[np.float64(0.30416666666666664)],[1],[0],[0],[1.68038279999746],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
21,0,21,[np.float64(-0.4222222222222222)],[np.float64(-0.20694444444444443)],[1],[0],[0],[2.0224592000013217],['Target'],21,0,21,0,34.6115473,,5,34.5924486,34.6115473,34.6115473,0.0116435,36.6151628,[np.float64(-0.4222222222222222)],[np.float64(-0.20694444444444443)],[1],[0],[0],[2.0224592000013217],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
22,0,22,[np.float64(0.12361111111111112)],[np.float64(0.4722222222222222)],[1],[0],[0],[2.224242000003869],['Target'],22,0,22,0,36.6623429,,10,36.6392351,36.6623429,36.6623429,0.023974,38.8636272,[np.float64(0.12361111111111112)],[np.float64(0.4722222222222222)],[1],[0],[0],[2.224242000003869],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
23,0,23,[np.float64(0.10277777777777777)],[np.float64(0.004166666666666667)],[1],[0],[0],[2.2562642999982927],['Target'],23,0,23,0,38.8969841,,5,38.8756547,38.8969841,38.8969841,0.0119462,41.1321566,[np.float64(0.10277777777777777)],[np.float64(0.004166666666666667)],[1],[0],[0],[2.2562642999982927],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
24,0,24,[np.float64(-0.21944444444444444)],[np.float64(0.14583333333333334)],[1],[0],[0],[2.548954199999571],['Target'],24,0,24,0,41.1612793,,5,41.1486503,41.1612793,41.1612793,0.0163103,43.6978001,[np.float64(-0.21944444444444444)],[np.float64(0.14583333333333334)],[1],[0],[0],[2.548954199999571],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
25,0,25,[np.float64(-0.2569444444444444)],[np.float64(-0.17222222222222222)],[1],[0],[0],[2.935832399998617],['Target'],25,0,25,0,43.7275587,,5,43.7125791,43.7275587,43.7275587,0.0146542,46.6486363,[np.float64(-0.2569444444444444)],[np.float64(-0.17222222222222222)],[1],[0],[0],[2.935832399998617],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
26,0,26,[np.float64(0.30416666666666664)],[np.float64(-0.37777777777777777)],[1],[0],[0],[2.513087800005451],['Target'],26,0,26,0,46.7149891,,10,46.6827718,46.7149891,46.7149891,0.0339748,49.1960793,[np.float64(0.30416666666666664)],[np.float64(-0.37777777777777777)],[1],[0],[0],[2.513087800005451],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
27,0,27,[np.float64(0.043055555555555555)],[np.float64(-0.041666666666666664)],[1],[0],[0],[3.4647561000019778],['Target'],27,0,27,0,49.2268494,,10,49.2153392,49.2268494,49.2268494,0.0191567,52.6802667,[np.float64(0.043055555555555555)],[np.float64(-0.041666666666666664)],[1],[0],[0],[3.4647561000019778],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
28,0,28,[np.float64(-0.40555555555555556)],[np.float64(0.4930555555555556)],[1],[0],[0],[2.8385958000071696],['Target'],28,0,28,0,52.7331841,,10,52.70793,52.7331841,52.7331841,0.0274881,55.54677,[np.float64(-0.40555555555555556)],[np.float64(0.4930555555555556)],[1],[0],[0],[2.8385958000071696],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
29,0,29,[np.float64(-0.3416666666666667)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.506414000003133],['Target'],29,0,29,0,55.5941881,,10,55.5719902,55.5941881,55.5941881,0.0251016,57.078573,[np.float64(-0.3416666666666667)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.506414000003133],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
30,0,30,[np.float64(0.011111111111111112)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.710698599999887],['Target'],30,0,30,0,57.1097834,,5,57.0918535,57.1097834,57.1097834,0.0131633,58.802808,[np.float64(0.011111111111111112)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.710698599999887],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
31,0,31,[np.float64(0.4027777777777778)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.361627899997984],['Target'],31,0,31,0,58.8259999,,5,58.8171807,58.8259999,58.8259999,0.0141755,60.1789456,[np.float64(0.4027777777777778)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.361627899997984],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
32,0,32,[np.float64(0.12361111111111112)],[np.float64(-0.18055555555555555)],[1],[0],[0],[1.3491674000033527],['Target'],32,0,32,0,60.2267294,,10,60.1995789,60.2267294,60.2267294,0.0205578,61.5489923,[np.float64(0.12361111111111112)],[np.float64(-0.18055555555555555)],[1],[0],[0],[1.3491674000033527],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
33,0,33,[np.float64(0.1527777777777778)],[np.float64(0.15)],[1],[0],[0],[1.9377090000052704],['Target'],33,0,33,0,61.6467103,,10,61.6065364,61.6467103,61.6467103,0.0573172,63.5445012,[np.float64(0.1527777777777778)],[np.float64(0.15)],[1],[0],[0],[1.9377090000052704],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
34,0,34,[np.float64(-0.21944444444444444)],[np.float64(-0.275)],[1],[0],[0],[1.2754730000015115],['Target'],34,0,34,0,63.5763036,,5,63.5527664,63.5763036,63.5763036,0.0081595,64.82837,[np.float64(-0.21944444444444444)],[np.float64(-0.275)],[1],[0],[0],[1.2754730000015115],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
35,0,35,[np.float64(-0.2652777777777778)],[np.float64(0.2125)],[1],[0],[0],[1.8911676000061561],['Target'],35,0,35,0,64.8589633,,5,64.8366221,64.8589633,64.8589633,0.0081614,66.7279223,[np.float64(-0.2652777777777778)],[np.float64(0.2125)],[1],[0],[0],[1.8911676000061561],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
36,0,36,[np.float64(0.18888888888888888)],[np.float64(-0.4888888888888889)],[1],[0],[0],[1.6296071999968262],['Target'],36,0,36,0,66.7584881,,5,66.7361142,66.7584881,66.7584881,0.0081063,68.3659704,[np.float64(0.18888888888888888)],[np.float64(-0.4888888888888889)],[1],[0],[0],[1.6296071999968262],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
37,0,37,[np.float64(-0.2222222222222222)],[np.float64(0.2652777777777778)],[1],[0],[0],[1.2893497000040952],['Target'],37,0,37,0,68.4622336,,10,68.4235238,68.4622336,68.4622336,0.057384,69.7131353,[np.float64(-0.2222222222222222)],[np.float64(0.2652777777777778)],[1],[0],[0],[1.2893497000040952],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
38,0,38,[np.float64(-0.24027777777777778)],[np.float64(0.4097222222222222)],[1],[0],[0],[1.65345079999679],['Target'],38,0,38,0,69.7418472,,5,69.7245002,69.7418472,69.7418472,0.0112454,71.378121,[np.float64(-0.24027777777777778)],[np.float64(0.4097222222222222)],[1],[0],[0],[1.65345079999679],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
39,0,39,[np.float64(-0.2972222222222222)],[np.float64(-0.3763888888888889)],[1],[0],[0],[1.8247276000038255],['Target'],39,0,39,0,71.4084408,,5,71.3900944,71.4084408,71.4084408,0.0118774,73.2150506,[np.float64(-0.2972222222222222)],[np.float64(-0.3763888888888889)],[1],[0],[0],[1.8247276000038255],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
40,0,40,[np.float64(-0.25416666666666665)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.6580634999991162],['Target'],40,0,40,0,73.275405,,10,73.2528465,73.275405,73.275405,0.0376127,74.9111194,[np.float64(-0.25416666666666665)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.6580634999991162],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
41,0,41,[np.float64(0.17916666666666667)],[np.float64(0.1736111111111111)],[1],[0],[0],[2.0346822000065004],['Target'],41,0,41,0,74.9419096,,5,74.9270792,74.9419096,74.9419096,0.0158295,76.9620092,[np.float64(0.17916666666666667)],[np.float64(0.1736111111111111)],[1],[0],[0],[2.0346822000065004],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
42,0,42,[np.float64(0.3763888888888889)],[np.float64(-0.44583333333333336)],[1],[0],[0],[2.831875999996555],['Target'],42,0,42,0,77.0255375,,10,76.9950314,77.0255375,77.0255375,0.0328372,79.8270683,[np.float64(0.3763888888888889)],[np.float64(-0.44583333333333336)],[1],[0],[0],[2.831875999996555],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
43,0,43,[np.float64(-0.08888888888888889)],[np.float64(0.21805555555555556)],[1],[0],[0],[1.5877207000012277],['Target'],43,0,43,0,79.8755617,,10,79.8547714,79.8755617,79.8755617,0.0275684,81.4426746,[np.float64(-0.08888888888888889)],[np.float64(0.21805555555555556)],[1],[0],[0],[1.5877207000012277],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
44,0,44,[np.float64(0.013888888888888888)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.175873899999715],['Target'],44,0,44,0,81.4913111,,10,81.4680255,81.4913111,81.4913111,0.0252095,82.6441124,[np.float64(0.013888888888888888)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.175873899999715],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
45,0,45,[np.float64(-0.06944444444444445)],[np.float64(0.3472222222222222)],[1],[0],[0],[1.5675215000010212],['Target'],45,0,45,0,82.6740911,,5,82.660776,82.6740911,82.6740911,0.0165192,84.2285938,[np.float64(-0.06944444444444445)],[np.float64(0.3472222222222222)],[1],[0],[0],[1.5675215000010212],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
46,0,46,[np.float64(0.009722222222222222)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.6795401999988826],['Target'],46,0,46,0,84.2920584,,10,84.2633362,84.2920584,84.2920584,0.0345277,85.9430847,[np.float64(0.009722222222222222)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.6795401999988826],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
47,0,47,[np.float64(0.001388888888888889)],[np.float64(0.2875)],[1],[0],[0],[1.4016991999960737],['Target'],47,0,47,0,85.9736958,,5,85.9583163,85.9736958,85.9736958,0.0150832,87.3602584,[np.float64(0.001388888888888889)],[np.float64(0.2875)],[1],[0],[0],[1.4016991999960737],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
48,0,48,[np.float64(-0.1763888888888889)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.3372221000026911],['Target'],48,0,48,0,87.3901656,,5,87.3722679,87.3901656,87.3901656,0.0118796,88.7096845,[np.float64(-0.1763888888888889)],[np.float64(-0.15555555555555556)],[1],[0],[0],[1.3372221000026911],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
49,0,49,[np.float64(-0.44722222222222224)],[np.float64(-0.15138888888888888)],[1],[0],[0],[1.6162837000010768],['Target'],49,0,49,0,88.7400195,,5,88.7264398,88.7400195,88.7400195,0.0166584,90.3429998,[np.float64(-0.44722222222222224)],[np.float64(-0.15138888888888888)],[1],[0],[0],[1.6162837000010768],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
50,0,50,[np.float64(0.07083333333333333)],[np.float64(-0.45694444444444443)],[1],[0],[0],[2.800650900004257],['Target'],50,0,50,0,90.3732886,,5,90.3602855,90.3732886,90.3732886,0.0171566,93.161165,[np.float64(0.07083333333333333)],[np.float64(-0.45694444444444443)],[1],[0],[0],[2.800650900004257],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
51,0,51,[np.float64(0.49027777777777776)],[np.float64(0.275)],[1],[0],[0],[2.1133419000034337],['Target'],51,0,51,0,93.2407054,,10,93.2108196,93.2407054,93.2407054,0.0494888,95.3244894,[np.float64(0.49027777777777776)],[np.float64(0.275)],[1],[0],[0],[2.1133419000034337],['Target'],THREE,1,2025-10-03_08h41.12.152,Visual Search Experiment,,2025.1.1,60.25657249,2025-10-03 08h41.20.661807 +0530
